"Title","Cost Center ","Brand","Serial","Register","RegisCard","DateBuy","Detail","Team","Link","Status","Modified By","NoSelect","FixType","DetailFix","Checked","LinkPic","LinkMail"
"30071936","48004","ปืนลูกซองเดี่ยว ""Remington""  ลำกล้อง 20 นิ้ว","D698348M","กท.4751459","05010/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศอบ.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณอนุชิต 1/12/65","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8081525","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8530806",
"30071923","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3797","กท.4710761","05019/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศอบ.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณอนุชิต 1/12/65","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8081500","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8530789",
"30071924","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3798","กท.4710760","05018/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศอบ.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณอนุชิต 1/12/65","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8531276","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8530800",
"30071925","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3872","กท.4710762","05020/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศอบ.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณอนุชิต 1/12/65","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8081502","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8530795",
"30066842","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","K721118","กท.494961","0312/2533","2/15/1990","ศอบ.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณอนุชิต 1/12/65","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8081658","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8530802",
"30066860","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D212688","กท.719871","8/2513","3/19/1970","ศอบ.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณอนุชิต 1/12/65","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8081657","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8530803",
"30066862","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D212334","กท.719873","6/2513","3/19/1970","ศอบ.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณอนุชิต 1/12/65","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8081655","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8530801",
"30066894","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AVD4668","กท.3002903","3384/2530","9/22/1987","ส่งคืนคลังพัสดุหมุนเวียน ทีมสินทรัพย์ถาวร ตามเมลอนุมัติ ผอ.ฝรภ. และ ผอ.ฝจอ.นบอ. ลงวันที่ 24 มิ.ย. 67(ปืน ศอบ.)","ฝจอ. (ฝากเก็บ ศอก.)","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8081651","สภาพไม่พร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,"เปิดโม้ติดขัดต้องใช้แรง","ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8530805",
"30066897","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AUA5509","กท.3000905","3389/2530","9/22/1987","ศอบ.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณอนุชิต 1/12/65","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8081649","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8530804",
"30077745","48004","ปืนลูกซองเดี่ยว ""Remington""  ลำกล้อง 20 นิ้ว","D698637M","กท.4751460","05011/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","สภอ.ฝากเก็บ คลังอาวุธ ทญศ. วันที่ 7 ต.ค. 68 (ศนร. โอนให้ สภอ.ใช้งาน วันที่ 5 ก.พ.67 เนื่องจาก ศนร.เปลี่ยนเป็น CCC.) ","ศอก.","https://botshare.bot.or.th/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=10508096","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8528387",
"30077742","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3830","กท.4710763","05021/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศนร. โอนให้ สภอ.ใช้งาน วันที่ 5 ก.พ.67 (เนื่องจาก ศนร.เปลี่ยนเป็น CCC.)","สภอ./ศขก.","https://botshare.bot.or.th/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=10508093","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8528385",
"30077743","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3825","กท.4710764","05022/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศนร. โอนให้ สภอ.ใช้งาน วันที่ 5 ก.พ.67 (เนื่องจาก ศนร.เปลี่ยนเป็น CCC.)","สภอ./ศขก.","https://botshare.bot.or.th/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=10508094","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8528391",
"30077744","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3844","กท.4710765","05023/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศนร. โอนให้ สภอ.ใช้งาน วันที่ 5 ก.พ.67 (เนื่องจาก ศนร.เปลี่ยนเป็น CCC.)","สภอ./ศขก.","https://botshare.bot.or.th/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=10508095","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8528388",
"30066846","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D103807","กท.679965","216/2512","9/1/1969","ศนร. ฝากเก็บ สนญ. 5 ก.พ.67 
ตรวจสอบเลขตัวปืนเลขท้าย 807 แต่ท้ายตัวปืนเป็น 837 
จากการตรวจสอบเลขตัวปืนกท.679965 เลขท้ายตัวปืนเป็น 837 ซึ่งไม่ตรงกับใบอนุญาตใบป.4 ที่ออกเลขท้ายปืนเป็น 807 
การดำเนินการตามคำสั่งการผบช. รอส่งกลับทญศ. หลังศนร.เป็นCCC.","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065032","สภาพไม่พร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,"ชิ้นส่วนปลายนกสับกระสุนหัก ","ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8528382",
"30066848","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D104239","กท.679971","208/2512","9/1/1969","ศนร. ฝากเก็บ สนญ. 5 ก.พ.67 ","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065033","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8528386",
"30066849","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D105103","กท.679972","209/2512","9/1/1969","ศนร. ฝากเก็บ สนญ. 5 ก.พ.67 ","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065037","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8528389",
"30066892","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AJA4413","กท.2805862","2655/2529","7/28/1986","ศนร. ฝากเก็บ สนญ. 5 ก.พ.67 ","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065035","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8528383",
"30066893","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AJA2844","กท.2805863","2656/2529","7/28/1986","ส่งคืนคลังพัสดุหมุนเวียน ทีมสินทรัพย์ถาวร ตามเมลอนุมัติ ผอ.ฝรภ. และ ผอ.ฝจอ.นบอ. ลงวันที่ 24 มิ.ย. 67(ปืน ศนร.)","ฝจอ. (ฝากเก็บ ศอก.)","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065038","สภาพไม่พร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,"นกปืนหัก","ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8528390",
"30071937","48004","ปืนลูกซองเดี่ยว""Remington""ลำกล้อง 20 นิ้ว","D698654M","กท.4751461","05012/2547 โดยนายเสนีย์ศิริ ศิริวัฒนากุล","9/28/2004","ศรย.ฝากเก็บที่ ทญศ. วันที่ 7 มี.ค.2565 เนื่องจากเป็น CCC.  ","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8085483","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว",,
"30071926","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3858","กท.4710766","05024/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศรย.ฝากเก็บที่ ทญศ. วันที่ 28 มี.ค.2565 เนื่องจากเป็น CCC.","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8085482","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8606281",
"30071927","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3859","กท.4710767","05025/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศรย.ฝากเก็บที่ ทญศ. วันที่ 28 มี.ค.2565 เนื่องจากเป็น CCC.","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8085481","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8606275",
"30071928","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3726","กท.4710768","05026/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศรย.ฝากเก็บที่ ทญศ. วันที่ 28 มี.ค.2565 เนื่องจากเป็น CCC.","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8085480","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8606285",
"30066845","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D103507","กท.679964","204/2512","9/1/1969","ศรย.ฝากเก็บที่ ทญศ. วันที่ 7 มี.ค.2565 เนื่องจากเป็น CCC.  (รับโอนมาจาก ทญศ.เมื่อวันที่ 14 พ.ค.2550)
","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8085479","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8606271",
"30066851","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D104043","กท.679993","205/2512","9/1/1969","ศรย.ฝากเก็บที่ ทญศ. วันที่ 7 มี.ค.2565 เนื่องจากเป็น CCC.  (รับโอนมาจาก ทญศ.เมื่อวันที่ 14 พ.ค.2550)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8085477","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8606265",
"30066870","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D452961","กท.833474","11062/2516","11/8/1973","ศรย.ฝากเก็บที่ ทญศ. วันที่ 7 มี.ค.2565 เนื่องจากเป็น CCC.  (รับโอนมาจาก ทญศ.เมื่อวันที่ 14 พ.ค.2550)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8085475","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8606261",
"30066895","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AVD4493","กท.3002905","3385/2530","9/22/1987","ศรย.ฝากเก็บที่ ทญศ. วันที่ 28 มี.ค.2565 เนื่องจากเป็น CCC.  (รับโอนมาจาก ทญศ.เมื่อวันที่ 14 พ.ค.2550)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8085473","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8606255",
"30066902","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AWN0288","กท.3103556","1809/2531","6/1/1988","ศรย.ฝากเก็บที่ ทญศ. วันที่ 7 มี.ค.2565 เนื่องจากเป็น CCC.  (รับโอนมาจาก ทญศ.เมื่อวันที่ 27 พ.ย.2552)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8085462","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8606286",
"30071938","48004","ปืนลูกซองเดี่ยว ""Remington""  ลำกล้อง 20 นิ้ว","D697900M","กท.4751462","05013/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศสร. โอนไปให้ สภต. ใช้งานเนื่องจากเป็น CCC","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065683","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8482248",
"30071929","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3763","กท.4710769","05027/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศสร. โอนไปให้ สภต. ใช้งานเนื่องจากเป็น CCC","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065682","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8482250",
"30071930","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3850","กท.4710770","05028/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศสร. โอนไปให้ สภต. ใช้งานเนื่องจากเป็น CCC","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065686","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8482252",
"30071931","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3849","กท.4710771","05029/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศสร. โอนไปให้ สภต. ใช้งานเนื่องจากเป็น CCC","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065693","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8482253",
"30066906","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AYJ5673","กท.3103560","1813/2531","6/1/1988","ศสร. โอนไปให้ สภต. ใช้งานเนื่องจากเป็น CCC","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065679","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8482247",
"30066899","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AUH8191","กท.3000901","3390/2530","9/22/1987","ทะเบียน ป.4 ไม่ตรงกับตัวปืน ใบ ป.4 ไม่ได้เขียน ตัวอักษร AUH มีแต่ 8191 ตรวจสอบที่ปืน AUH8191 (ศสร. โอนไปให้ สภต. ใช้งานเนื่องจากเป็น CCC)","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065676","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8482245",
"30066900","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AUZ3803","กท.3000910","3388/2530","9/22/1987","ศสร. โอนไปให้ สภต. ใช้งานเนื่องจากเป็น CCC","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065678","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8482246",
"30066837","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","K721930","กท.494956","0307/2533","2/15/1990","สภต.ฝากเก็บ ทญศ. วันที่ 20 ม.ค.68 (ศสร. โอนไปให้ สภต. ใช้งานเนื่องจากเป็น CCC )","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065675","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8482249","https://botshare.bot.or.th/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=10836990"
"30066838","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","K721946","กท.494957","0308/2533","2/15/1990","สภต.ฝากเก็บ ทญศ. วันที่ 20 ม.ค.68 (ศสร. โอนไปให้ สภต. ใช้งานเนื่องจากเป็น CCC)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8065680","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8482251","https://botshare.bot.or.th/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=10836990"
"30071939","48004","ปืนลูกซองเดี่ยว ""Remington""  ลำกล้อง 20 นิ้ว","D697912M","กท.4751463","05014/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศพง.ฝากเก็บตู้เก็บอาวุธปืน ทญศ. เนื่องจากปิดที่ทำการ
","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8466811","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8526462",
"30071932","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3724","กท.4710773","05030/2547","9/28/2004","ศพง.ฝากเก็บตู้เก็บอาวุธปืน ทญศ. เนื่องจากปิดที่ทำการ","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8466812","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8540283",
"30071933","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3855","กท.4710774","05031/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศพง.ฝากเก็บตู้เก็บอาวุธปืน ทญศ. เนื่องจากปิดที่ทำการ","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8466809","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8540282",
"30071934","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3873","กท.4710775","05032/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","ศพง.ฝากเก็บตู้เก็บอาวุธปืน ทญศ. เนื่องจากปิดที่ทำการ","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8466810","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8540281",
