"Title","Cost Center ","Brand","Serial","Register","RegisCard","DateBuy","Detail","Team","Link","Status","Modified By","NoSelect","FixType","DetailFix","Checked","LinkPic","LinkMail"
"30139020","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CAE2564","กท.3901501","3603/2539 ","8/30/1996","สภน. ฝากเก็บ 13 มิ.ย. 67 เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020942 เป็น 30139020 และ Cost Center จาก 58001 เป็น 48001
","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064815","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506222",
"30139021","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CAE2570","กท.3901503","3604/2539 ","8/30/1996","สภน. ฝากเก็บ 13 มิ.ย. 67 เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020943 เป็น 30139021 และ Cost Center จาก 58001 เป็น 48001","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064828","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506223",
"30139022","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CAE2566","กท.3901504","3605/2539 ","8/30/1996","สภน. ฝากเก็บ 13 มิ.ย. 67","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064817","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506224",
"30139023","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","BUJ2336","กท.3901505","3606/2539 ","8/30/1996","เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020945 เป็น 30139023 และ Cost Center จาก 58001 เป็น 48001","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064816","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506227",
"30139024","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","BUJ2333","กท.3901508","3607/2539 ","8/30/1996","เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020946 เป็น 30139024 และ Cost Center จาก 58001 เป็น 48001","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064814","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506229",
"30139025","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CAE2549","กท.3901509","3608/2539 ","8/30/1996","เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020947 เป็น 30139025 และ Cost Center จาก 58001 เป็น 48001","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064826","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506230",
"30139026","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","BUH9503","กท.3901511","3609/2539 ","8/30/1996","เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020948 เป็น 30139026 และ Cost Center จาก 58001 เป็น 48001","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064825","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506232",
"30139027","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","BUD5833","กท.3901512","3610/2539 ","8/30/1996","ส่งคืนคลังพัสดุหมุนเวียน ทีมสินทรัพย์ถาวร ตามเมลอนุมัติ ผอ.ฝรภ. และ ผอ.ฝจอ.นบอ. ลงวันที่ 24 มิ.ย. 67(ปืน สภน.)","ฝจอ. (ฝากเก็บ ศอก.)","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064823","สภาพไม่พร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,"เครื่องลั่นไกชำรุด ","ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8562763",
"30139028","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CAN7604","กท.3901514","3600/2539","1/1/1996","ใบ ป.4 ไม่ลงรายละเอียด วันเดือนปี ที่ออกใบอนุญาต
เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020950 เป็น 30139028 และ Cost Center จาก 58001 เป็น 48001","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064827","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506403",
"30139029","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CAN7565","กท.3901517","3599/2539 ","8/30/1996","เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020951 เป็น 30139029 และ Cost Center จาก 58001 เป็น 48001","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064818","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506424",
"30139030","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CAN7625","กท.3901519","3593/2539 ","8/30/1996","สภน. ฝากเก็บ 13 มิ.ย. 67 เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020952 เป็น 30139030 และ Cost Center จาก 58001 เป็น 48001","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064819","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506450",
"30139031","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CAW5129","กท.3905250","3507/2539 โดยนายเสริมสิงห์ สิงหเสนี","8/30/1996","เป็นครุภัณฑ์ ฝรภ. เปลี่ยนรหัสครุภัณฑ์ จาก 30020953 เป็น 30139031 และ Cost Center จาก 58001 เป็น 48001","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064820","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506451",
"30066876","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","ABA6049","กท.2701512","2088/2527","3/30/1984","สภน. ฝากเก็บส่งมอบโดยนายธนกฤต ผู้รับนายมาโนชญ์ วันที่ 16 พ.ย. 66  (โอนจาก สนญ. 15 ต.ค.52)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8064829","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8506452",
"30138963","48001","ปืนลูกซองเดี่ยว ""Remington""  ลำกล้อง 20 นิ้ว","1076635V","กท.499439","400/2511","2/28/1968","โอนจากครุภัณฑ์ สภต. เป็นของ ฝรภ. 21 ก.พ. 67 เปลี่ยนรหัสครุภัณฑ์จาก 30007700 เป็น 30138963","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062160","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","16",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532905",
"30138964","48001","ปืนลูกซองเดี่ยว ""Remington""  ลำกล้อง 20 นิ้ว","1080609V","กท.499436","399/2511","2/28/1968","โอนจากครุภัณฑ์ สภต. เป็นของ ฝรภ. 21 ก.พ. 67 เปลี่ยนรหัสครุภัณฑ์จาก 30007701 เป็น 30138964","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062159","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","15",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532904",
"30138965","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D13290","กท.602836","523/2511","8/5/1968","สภต.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณชัยภัทร 15/3/67 เปลี่ยนรหัสครุภัณฑ์จาก 30007702 เป็น 30138965","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062164","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","3",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532911",
"30138966","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D13156","กท.602835","522/2511","8/5/1968","สภต.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณชัยภัทร 15/3/67 เปลี่ยนรหัสครุภัณฑ์จาก 30007703 เป็น 30138966","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062152","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","4",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532901",
"30138967","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","D288261","กท.747434","197/2514","5/30/1971","สภต.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณชัยภัทร 15/3/67 เปลี่ยนรหัสครุภัณฑ์จาก 30007704 เป็น 30138967","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062162","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","5",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532913",
"30138970","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AFW9471","กท.2803481","151/2529","7/3/1986","สภต.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณชัยภัทร 15/3/67 เปลี่ยนรหัสครุภัณฑ์จาก 30007705 เป็น 30138970","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062167","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","6",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532906",
"30138968","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AFW9433","กท.2803483","152/2529","7/3/1986","สภต.ฝากเก็บ ทญศ.วันที่ 20 ม.ค. 68 (โอนจากครุภัณฑ์ สภต. เป็นของ ฝรภ. 21 ก.พ. 67 เปลี่ยนรหัสครุภัณฑ์จาก 30007706 เป็น 30138968)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062161","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","7",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532914","https://botshare.bot.or.th/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=10836990"
"30138969","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AZF3591","กท.3103567","128/2531","8/3/1988","โอนจากครุภัณฑ์ สภต. เป็นของ ฝรภ. 21 ก.พ. 67 เปลี่ยนรหัสครุภัณฑ์จาก 30007707 เป็น 30138969","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062157","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","8",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532912",
"30138971","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AZF3746","กท.3103566","129/2531","8/3/1988","โอนจากครุภัณฑ์ สภต. เป็นของ ฝรภ. 21 ก.พ. 67 เปลี่ยนรหัสครุภัณฑ์จาก 30007708 เป็น 30138971","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062165","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","9",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532902",
"30138972","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","BDE4161","กท.3204145","35/2533","1/26/1990","โอนจากครุภัณฑ์ สภต. เป็นของ ฝรภ. 21 ก.พ. 67 เปลี่ยนรหัสครุภัณฑ์จาก 30007709 เป็น 30138972","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062163","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","10",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532908",
"30138973","48001","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","BDE3866","กท.3204137","34/2533","1/26/1990","สภต.ฝากเก็บ ทญศ.วันที่ 20 ม.ค.68 (โอนจากครุภัณฑ์ สภต. เป็นของ ฝรภ. 21 ก.พ. 67 เปลี่ยนรหัสครุภัณฑ์จาก 30007710 เป็น 30138973)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062158","สภาพไม่พร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","11",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532910","https://botshare.bot.or.th/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=10836990"
"30066882","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AHU3095","กท.2805325","2093/2529","6/18/1986","ทะเบียน ป.4 ไม่ตรงกับตัวปืน ใบอนุญาต ป.4 ไม่มีตัวอักษร ภาษาอังกฤษ AHU นำหน้า3095 ที่ตัวปืนมี AHU ","สภต./ศหญ.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062154","สภาพพร้อมใช้งาน","Thagoon Khantawit (ฐากูร ขันธวิทย์)","12",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532909",
"30066883","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AHU3104","กท.2805326","2090/2529","6/18/1986","สภต.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณชัยภัทร 15/3/67 ","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062155","สภาพไม่พร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","13",," นกปืนหัก","ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532915",
"30066886","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AHU3187","กท.2805330","2091/2529","6/18/1986","สภต.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณชัยภัทร 15/3/67 ","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062156","สภาพไม่พร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","14",,"แหนบชำรุด","ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532903",
"30066887","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AHP8731","กท.2805321","2089/2529","6/18/1986","สภต.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณชัยภัทร 15/3/67","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062166","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","1",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532900",
"30066888","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AHP8951","กท.2805322","2086/2529","6/18/1986","สภต.ฝากเก็บ ส่งมอบโดยคุณธนกฤต และ ผู้รับคุณชัยภัทร 15/3/67","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8062153","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)","2",,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8532907",
"30071935","48004","ปืนลูกซองเดี่ยว ""Remington""  ลำกล้อง 20 นิ้ว","D697960M","กท.4751457","05009/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","โอนย้ายจาก ศพล. เมื่อวันที่ 18 ธ.ค.65 (เนื่องจาก ปรับเป็น CCC)
เป็นครุภัณฑ์ ฝรภ.","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8471295","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,"พานท้ายปืนมีรอยแตก","ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8480386","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=9099092"
"30071920","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3758","กท.4710758","05016/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","โอนย้ายจาก ศพล. เมื่อวันที่ 18 ธ.ค.65 (เนื่องจาก ปรับเป็น CCC)
เป็นครุภัณฑ์ ฝรภ.
","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8471299","สภาพพร้อมใช้งาน","Surasit Pinnakthananit (สุรสิทธิ์ ปิ่นนาคธนานิษฐ์)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8480384","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=9099092"
"30071921","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3757","กท.4710757","05015/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","โอนย้ายจาก ศพล. เมื่อวันที่ 18 ธ.ค.65 (เนื่องจาก ปรับเป็น CCC)
เป็นครุภัณฑ์ ฝรภ.","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8471301","สภาพพร้อมใช้งาน","Surasit Pinnakthananit (สุรสิทธิ์ ปิ่นนาคธนานิษฐ์)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8480383","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=9099092"
"30071922","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","CHR3781","กท.4710759","05017/2547 โดยนายเสนีย์ศิริ ศิริวัฒนกุล","9/28/2004","โอนย้ายจาก ศพล. เมื่อวันที่ 18 ธ.ค.65 (เนื่องจาก ปรับเป็น CCC)
เป็นครุภัณฑ์ ฝรภ.","สภน./ศชม.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8471303","สภาพพร้อมใช้งาน","Surasit Pinnakthananit (สุรสิทธิ์ ปิ่นนาคธนานิษฐ์)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8480385","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=9099092"
"30066890","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AJA2851","กท.2805860","2653/2529","7/28/1986","ศพล. ฝากเก็บ  เนื่องจากเปลี่ยนเป็น CCC ส่งมอบโดยนายธนกฤต ผู้รับนายมาโนชญ์ วันที่ 23 ก.พ.66 (โอนจาก สนญ. 29 ต.ค. 52)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8471305","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8480379",
"30066891","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AJA2404","กท.2805861","2654/2529","7/28/1986","ศพล. ฝากเก็บ  เนื่องจากเปลี่ยนเป็น CCC ส่งมอบโดยนายธนกฤต ผู้รับนายมาโนชญ์ วันที่ 23 ก.พ.66 (โอนจาก สนญ. 29 ต.ค. 52)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8471306","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8480378",
"30066903","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AYJ5504","กท.3103557","1810/2531","6/1/1988","ศพล. ฝากเก็บ  เนื่องจากเปลี่ยนเป็น CCC ส่งมอบโดยนายธนกฤต ผู้รับนายมาโนชญ์ วันที่ 23 ก.พ.66    (โอนจาก สนญ. 11 มิ.ย. 50)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8471309","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8480380",
"30066904","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AZF4090","กท.3103558","1811/2531","6/1/1988","ศพล. ฝากเก็บ  เนื่องจากเปลี่ยนเป็น CCC ส่งมอบโดยนายธนกฤต ผู้รับนายมาโนชญ์ วันที่ 23 ก.พ.66    (โอนจาก สนญ. 11 มิ.ย. 50)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8471310","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8480381",
"30066905","48004","ปืนพกรีวอลเวอร์ ""สมิทแอนด์เวสสัน "" ลำกล้อง 4 นิ้ว","AYM3585","กท.3103559","1812/2531","6/1/1988","ศพล. ฝากเก็บ  เนื่องจากเปลี่ยนเป็น CCC ส่งมอบโดยนายธนกฤต ผู้รับนายมาโนชญ์ วันที่ 23 ก.พ.66    (โอนจาก สนญ. 11 มิ.ย. 50)","ศอก.","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8471311","สภาพพร้อมใช้งาน","Thanakrit Pitchayarittikrai (ธนกฤต พิชญฤทธิไกร)",,,,"ตรวจแล้ว","https://botdrm2-wb-p/BOTDRM_Portal/Fileplan/DownloadFile?documentUri=8480382",
